Product,Ratings,Review,Price,M.R.P,Discount,Description
HP Victus(i5 14th Gen) Intel Core 5 210H - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.8,5 Ratings & 0 Reviews,"₹79,990","₹1,47,674",45% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Service
ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.6,56 Ratings & 10 Reviews,"₹70,990","₹84,990",16% off,AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMcAfee 1 year1 Year Onsite Service
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light L...,4.3,"1,037 Ratings & 87 Reviews","₹59,990","₹71,990",16% off,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20191 Year Onsite Warranty
ASUS VivoBook Ultra AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS Th...,4.5,679 Ratings & 78 Reviews,"₹73,990",N/A,N/A,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life1 Year Onsite Warranty"
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,4.2,"1,651 Ratings & 84 Reviews","₹59,990","₹65,387",8% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty
Acer Aspire 7(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,N/A,N/A,"₹74,990","₹1,29,990",42% off,Intel Core 5 Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Service
ASUS Vivobook GO 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FAB-LK5...,4,26 Ratings & 2 Reviews,"₹52,990","₹54,990",3% off,AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
"ASUS Vivobook S15 OLED Powered, Intel EVO H Series, AI PC, Full Metal Body, Intel Core Ultra 9 185H - ...",3.9,14 Ratings & 2 Reviews,"₹1,25,499","₹1,49,000",15% off,Intel Core Ultra 9 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,4.3,872 Ratings & 59 Reviews,"₹54,699","₹59,999",8% off,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP 15s Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light L...,4.3,742 Ratings & 64 Reviews,"₹55,890","₹58,999",5% off,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
HP 15 (i5 14th Gen) Intel Core 5 120U - (24 GB/512 GB SSD/Windows 11 Home) 15-fd0262TU Thin and Light ...,4.2,137 Ratings & 8 Reviews,"₹74,990","₹1,32,489",43% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365(1-Year Validity)1 Year Onsite Service
DELL G3 Intel Core i7 10th Gen 10750H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,4.1,160 Ratings & 18 Reviews,"₹93,971",N/A,N/A,"Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
ASUS VivoBook 14 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK521WS Thin...,3.6,55 Ratings & 5 Reviews,"₹59,783","₹74,990",20% off,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP AMD Ryzen 3 Dual Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-EQ1550AU Laptop,3.9,19 Ratings & 1 Reviews,"₹39,990","₹54,990",27% off,AMD Ryzen 3 Dual Core Processor (3rd Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1-year warranty
MSI Vector 16 HX AI A2X Intel Core Ultra 7 14th Gen 255HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB Grap...,N/A,N/A,"₹2,29,990","₹2,46,990",6% off,Intel Core Ultra 7 Processor (14th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year On-Site Warranty
HP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Lig...,4.3,"1,689 Ratings & 104 Reviews","₹72,799","₹88,791",18% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,4.3,"7,787 Ratings & 605 Reviews","₹34,990","₹56,990",38% off,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.6,56 Ratings & 10 Reviews,"₹70,990","₹84,990",16% off,AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMcAfee 1 year1 Year Onsite Service
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,3.8,"3,502 Ratings & 297 Reviews","₹15,990","₹32,990",51% off,Intel Celeron Dual Core Processor4 GB LPDDR4X RAM64 bit Chrome Operating System35.56 cm (14 Inch) Display1 Year Onsite Warranty
Acer Swift Neo OLED AI PC Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin and L...,N/A,N/A,"₹69,990","₹69,999",N/A,Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Warranty
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
Acer Aspire 7(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,N/A,N/A,"₹74,990","₹1,29,990",42% off,Intel Core 5 Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Service
DELL Inspiron 15 Microsoft Office Home 2024 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 1...,4.3,102 Ratings & 6 Reviews,"₹73,911",N/A,N/A,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service
Lenovo IdeaPad 3 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 10 Home) 15IGL05 Thin and Li...,4.4,178 Ratings & 27 Reviews,"₹27,990","₹40,490",30% off,Intel Celeron Dual Core Processor4 GB DDR4 RAMWindows 10 Operating System256 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20191 Year Warranty
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,"1,317 Ratings & 89 Reviews","₹65,900","₹89,990",26% off,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty
Lenovo Legion 5 WQXGA OLED Intel Core Ultra 7 255 HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/N...,4.4,9 Ratings & 0 Reviews,"₹2,01,490","₹2,30,890",12% off,Intel Core Ultra 7 Processor32 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD38.35 cm (15.1 inch) Display1 Year Onsite Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Apple MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,4.7,"1,930 Ratings & 116 Reviews","₹1,09,900",N/A,N/A,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
Apple MacBook Air M4 - (16 GB/256 GB SSD/macOS Sequoia) MW1J3HN/A,4.7,"2,845 Ratings & 179 Reviews","₹1,13,990","₹1,22,900",7% off,"Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System256 GB SSD38.86 cm (15.3 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty"
HP 15 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0665TU / 15-fd0640TU /...,4.2,137 Ratings & 8 Reviews,"₹54,990","₹69,629",21% off,Intel Core 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.5,433 Ratings & 53 Reviews,"₹82,440","₹1,09,990",25% off,Intel Core Ultra 7 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MSI Katana 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.2,103 Ratings & 13 Reviews,"₹87,000","₹94,990",8% off,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year On-Site Warranty
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,4.1,"1,220 Ratings & 83 Reviews","₹58,370","₹66,990",12% off,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayN/A1 Year Carry In To SERVICE CENTER WARRANTY
ASUS Vivobook Pro 16X OLED (2021) AMD Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB ...,4.3,9 Ratings & 2 Reviews,"₹1,62,990",N/A,N/A,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD40.64 cm (16 Inch) DisplayOffice Home and Student 2019 included1 Year onsite Warranty
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...",4.3,"3,115 Ratings & 191 Reviews","₹55,990","₹58,990",5% off,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal 2.8K OLED (i5 14th Gen) Intel Core 5 Series 2 210H - (16 GB/512 GB SSD...,4.4,"3,610 Ratings & 391 Reviews","₹61,990","₹93,690",33% off,Intel Core 5 Processor (Series 2)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC with 1Yr ADP Snapdragon X - (16 GB/512 GB ...,4.4,"1,117 Ratings & 101 Reviews","₹57,990","₹88,390",34% off,Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty
Lenovo Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 83EQ005VIN Thin and Light Laptop,3.4,5 Ratings & 0 Reviews,"₹69,235","₹69,990",1% off,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1-Year Warranty Care
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Wi...,4.8,37 Ratings & 1 Reviews,"₹3,29,990","₹3,83,990",14% off,"Intel Core Ultra 9 Processor32 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity) + Microsoft 365 Basic*(1 Year Validity), McAfee 1 Year1 Year Onsite Warranty"
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
HP AMD Ryzen 9 16 Core 8th Gen - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX NVID...,N/A,N/A,"₹2,00,000","₹2,49,990",19% off,AMD Ryzen 9 16 Core Processor (8th Gen)24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) Display1-Year Limited Warranty
Lenovo IdeaPad 5 2-in-1 WUXGA OLED Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) ...,4.2,20 Ratings & 2 Reviews,"₹1,10,990","₹1,19,990",7% off,Intel Core i7 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Carry-in Warranty
Acer Swift 3 Intel Core i5 8th Gen 8265U - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-55G T...,4.5,"7,380 Ratings & 1,205 Reviews","₹62,589",N/A,N/A,"Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayAcer Care Center, Acer Quick Access, Acer Configuration Manager1 Year International Travelers Warranty (ITW)"
MICROSOFT Surface Laptop 5 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QZI-00023 ...,N/A,N/A,"₹1,07,999",N/A,N/A,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System256 GB SSD34.29 cm (13.5 Inch) Touchscreen Display1 Year Carry-in Warranty
MOTOROLA Motobook 60 Pro Full Metal AI PC WUXGA OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Windo...,N/A,N/A,"₹66,990","₹1,45,000",53% off,Intel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Service
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
HP 15s Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and Light La...,4.2,472 Ratings & 35 Reviews,"₹66,134","₹76,100",13% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7/ 15IGL7 Thin...,3.8,525 Ratings & 42 Reviews,N/A,N/A,N/A,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
MOTOROLA Motobook 60 Full Metal 2.8K OLED (i5 14th Gen) Intel Core 5 Series 2 210H - (16 GB/512 GB SSD...,4.4,"3,610 Ratings & 391 Reviews","₹61,990","₹93,690",33% off,Intel Core 5 Processor (Series 2)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty
ASUS ROG Strix Scar 16 Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics...,4,9 Ratings & 2 Reviews,"₹2,79,990","₹3,47,990",19% off,Intel Core i9 Processor (14th Gen)32 GB DDR5 RAMWindows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite warranty
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,3.3,34 Ratings & 1 Reviews,"₹42,901","₹45,000",4% off,"AMD Athlon Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty"
Acer Swift 5 Intel Core i5 8th Gen 8250U - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light ...,4,15 Ratings & 3 Reviews,"₹82,799",N/A,N/A,"Intel Core i5 Processor (8th Gen)8 GB DDR3 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 Inch) Touchscreen DisplayAcer Care Center, Acer Configuration Manager, Acer Portal, Acer Quick Access, Microsoft Office Home and Student 20161 Year International Travelers Warranty (ITW)"
Lenovo IdeaPad 1 AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,4.2,835 Ratings & 85 Reviews,"₹59,900","₹59,999",N/A,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,4.2,"1,651 Ratings & 84 Reviews","₹59,990","₹65,387",8% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty
HP Professional 240 G10 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Pro) 240 G1...,2.7,14 Ratings & 0 Reviews,"₹64,999","₹79,999",18% off,"Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty"
DELL 14 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Pro) 14 Thin and Light Lapt...,4.3,251 Ratings & 17 Reviews,"₹56,999","₹59,990",4% off,"Intel Core i3 Processor (13th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Accidentaly Damage Protection + Onsite"
HP Victus(i5 14th Gen) Intel Core 5 210H - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.8,5 Ratings & 0 Reviews,"₹79,990","₹1,47,674",45% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Service
ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.6,56 Ratings & 10 Reviews,"₹70,990","₹84,990",16% off,AMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMcAfee 1 year1 Year Onsite Service
HP Pavilion 15 AMD Ryzen 5 Hexa Core 13th Gen 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-EH2050AU La...,3.9,49 Ratings & 5 Reviews,"₹54,599","₹69,999",22% off,AMD Ryzen 5 Hexa Core Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD38.1 cm (15 Inch) DisplayWindows1-year warranty
Apple MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,"15,037 Ratings & 843 Reviews","₹89,900",N/A,N/A,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
ASUS ROG Strix SCAR 16 with 90WHr Battery Intel HX-Series Intel Core i9 13th Gen 13980HX - (32 GB/1 TB...,N/A,N/A,"₹3,35,451","₹4,07,990",17% off,Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
